SYMBOL,NAME OF COMPANY, ISIN NUMBER
RAJSREESUG,Rajshree Sugars & Chemicals Limited,INE562B01019
RAJTV,Raj Television Network Limited,INE952H01027
RALLIS,Rallis India Limited,INE613A01020
RAMANEWS,Shree Rama Newsprint Limited,INE278B01020
RAMAPHO,Rama Phosphates Limited,INE809A01032
RAMASTEEL,Rama Steel Tubes Limited,INE230R01035
RAMCOCEM,The Ramco Cements Limited,INE331A01037
RAMCOIND,Ramco Industries Limited,INE614A01028
RAMCOSYS,Ramco Systems Limited,INE246B01019
RAMKY,Ramky Infrastructure Limited,INE874I01013
RAMRAT,Ram Ratna Wires Limited,INE207E01023
RANASUG,Rana Sugars Limited,INE625B01014
RANEHOLDIN,Rane Holdings Limited,INE384A01010
RATEGAIN,Rategain Travel Technologies Limited,INE0CLI01024
RATNAMANI,Ratnamani Metals & Tubes Limited,INE703B01027
RATNAVEER,Ratnaveer Precision Engineering Limited,INE05CZ01011
RAYMOND,Raymond Limited,INE301A01014
RAYMONDLSL,Raymond Lifestyle Limited,INE02ID01020
RAYMONDREL,Raymond Realty Limited,INE1SY401010
RBA,Restaurant Brands Asia Limited,INE07T201019
RBLBANK,RBL Bank Limited,INE976G01028
RBZJEWEL,RBZ Jewellers Limited,INE0PEQ01016
RCF,Rashtriya Chemicals and Fertilizers Limited,INE027A01015
RCOM,Reliance Communications Limited,INE330H01018
RECLTD,REC Limited,INE020B01018
REDINGTON,Redington Limited,INE891D01026
REDTAPE,Redtape Limited,INE0LXT01019
REFEX,Refex Industries Limited,INE056I01025
REGAAL,Regaal Resources Limited,INE0MHO01029
REGENCERAM,Regency Ceramics Limited,INE277C01012
RELAXO,Relaxo Footwears Limited,INE131B01039
RELCHEMQ,Reliance Chemotex Industries Limited,INE750D01016
RELIABLE,Reliable Data Services Limited,INE375Y01018
RELIANCE,Reliance Industries Limited,INE002A01018
RELIGARE,Religare Enterprises Limited,INE621H01010
RELINFRA,Reliance Infrastructure Limited,INE036A01016
RELTD,Ravindra Energy Limited,INE206N01018
REMSONSIND,Remsons Industries Limited,INE474C01023
RENUKA,Shree Renuka Sugars Limited,INE087H01022
REPCOHOME,Repco Home Finance Limited,INE612J01015
REPL,Rudrabhishek Enterprises Limited,INE364Z01019
REPRO,Repro India Limited,INE461B01014
RESPONIND,Responsive Industries Limited,INE688D01026
RETAIL,JHS Svendgaard Retail Ventures Limited,INE03DD01011
RGL,Renaissance Global Limited,INE722H01024
RHFL,Reliance Home Finance Limited,INE217K01011
RHIM,RHI MAGNESITA INDIA LIMITED,INE743M01012
RHL,Robust Hotels Limited,INE508K01013
RICOAUTO,Rico Auto Industries Limited,INE209B01025
RIIL,Reliance Industrial Infrastructure Limited,INE046A01015
RISHABH,Rishabh Instruments Limited,INE0N2P01017
RITCO,Ritco Logistics Limited,INE01EG01016
RITES,RITES Limited,INE320J01015
RKDL,Ravi Kumar Distilleries Limited,INE722J01012
RKEC,RKEC Projects Limited,INE786W01010
RKFORGE,Ramkrishna Forgings Limited,INE399G01023
RKSWAMY,R K Swamy Limited,INE0NQ801033
RMDRIP,R M Drip and Sprinklers Systems Limited,INE219Y01018
RML,Rane (Madras) Limited,INE050H01012
ROHLTD,Royal Orchid Hotels Limited,INE283H01019
ROLEXRINGS,Rolex Rings Limited,INE645S01016
ROLLT,Rollatainers Limited,INE927A01040
ROLTA,Rolta India Limited,INE293A01013
ROML,Raj Oil Mills Limited,INE294G01026
ROSSARI,Rossari Biotech Limited,INE02A801020
ROSSELLIND,Rossell India Limited,INE847C01020
ROSSTECH,Rossell Techsys Limited,INE0OJW01016
ROTO,Roto Pumps Limited,INE535D01037
ROUTE,ROUTE MOBILE LIMITED,INE450U01017
RPEL,Raghav Productivity Enhancers Limited,INE912T01018
RPGLIFE,RPG Life Sciences Limited,INE105J01010
RPOWER,Reliance Power Limited,INE614G01033
RPPINFRA,R.P.P. Infra Projects Limited,INE324L01013
RPPL,Rajshree Polypack Limited,INE760W01023
RPSGVENT,RPSG VENTURES LIMITED,INE425Y01011
RPTECH,Rashi Peripherals Limited,INE0J1F01024
RRKABEL,R R Kabel Limited,INE777K01022
RSSOFTWARE,R. S. Software (India) Limited,INE165B01029
RSWM,RSWM Limited,INE611A01016
RSYSTEMS,R Systems International Limited,INE411H01032
RTNINDIA,RattanIndia Enterprises Limited,INE834M01019
RTNPOWER,RattanIndia Power Limited,INE399K01017
RUBFILA,Rubfila International Limited,INE642C01025
RUBYMILLS,The Ruby Mills Limited,INE301D01026
RUCHINFRA,Ruchi Infrastructure Limited,INE413B01023
RUCHIRA,Ruchira Papers Limited,INE803H01014
RUPA,Rupa & Company Limited,INE895B01021
RUSHIL,Rushil Decor Limited,INE573K01025
RUSTOMJEE,Keystone Realtors Limited,INE263M01029
RVHL,Ravinder Heights Limited,INE09E501017
RVNL,Rail Vikas Nigam Limited,INE415G01027
RVTH,Revathi Equipment India Limited,INE0DAB01012
S&SPOWER,S&S Power Switchgears Limited,INE902B01017
SABEVENTS,Sab Events & Governance Now Media Limited,INE860T01019
SABTNL,Sri Adhikari Brothers Television Network Limited,INE416A01044
SADBHAV,Sadbhav Engineering Limited,INE226H01026
SADBHIN,Sadbhav Infrastructure Project Limited,INE764L01010
SADHNANIQ,Sadhana Nitrochem Limited,INE888C01040
SAFARI,Safari Industries (India) Limited,INE429E01023
SAGARDEEP,Sagardeep Alloys Limited,INE976T01013
SAGCEM,Sagar Cements Limited,INE229C01021
SAGILITY,Sagility India Limited,INE0W2G01015
SAHYADRI,Sahyadri Industries Limited,INE280H01015
SAIL,Steel Authority of India Limited,INE114A01011
SAILIFE,Sai Life Sciences Limited,INE570L01029
SAKAR,Sakar Healthcare Limited,INE732S01012
SAKHTISUG,Sakthi Sugars Limited,INE623A01011
SAKSOFT,Saksoft Limited,INE667G01023
SAKUMA,Sakuma Exports Limited,INE190H01024
SALASAR,Salasar Techno Engineering Limited,INE170V01027
SALONA,Salona Cotspin Limited,INE498E01010
SALSTEEL,S.A.L. Steel Limited,INE658G01014
SALZERELEC,Salzer Electronics Limited,INE457F01013
SAMBHAAV,Sambhaav Media Limited,INE699B01027
SAMBHV,Sambhv Steel Tubes Limited,INE12NJ01018
SAMHI,Samhi Hotels Limited,INE08U801020
SAMMAANCAP,Sammaan Capital Limited,INE148I01020
SAMPANN,Sampann Utpadan India Limited,INE735M01018
SANATHAN,Sanathan Textiles Limited,INE0JPD01013
SANDESH,The Sandesh Limited,INE583B01015
SANDHAR,Sandhar Technologies Limited,INE278H01035
SANDUMA,Sandur Manganese & Iron Ores Limited,INE149K01016
SANGAMIND,Sangam (India) Limited,INE495C01010
SANGHIIND,Sanghi Industries Limited,INE999B01013
SANGHVIMOV,Sanghvi Movers Limited,INE989A01032
SANGINITA,Sanginita Chemicals Limited,INE753W01010
SANOFI,Sanofi India Limited,INE058A01010
SANOFICONR,Sanofi Consumer Healthcare India Limited,INE0UOS01011
SANSERA,Sansera Engineering Limited,INE953O01021
SANSTAR,Sanstar Limited,INE08NE01025
SANWARIA,Sanwaria Consumer Limited,INE890C01046
SAPPHIRE,Sapphire Foods India Limited,INE806T01020
SARDAEN,Sarda Energy & Minerals Limited,INE385C01021
SAREGAMA,Saregama India Limited,INE979A01025
SARLAPOLY,Sarla Performance Fibers Limited,INE453D01025
SARVESHWAR,Sarveshwar Foods Limited,INE324X01026
SASKEN,Sasken Technologies Limited,INE231F01020
SASTASUNDR,Sastasundar Ventures Limited,INE019J01013
SATIA,Satia Industries Limited,INE170E01023
SATIN,Satin Creditcare Network Limited,INE836B01017
SAURASHCEM,Saurashtra Cement Limited,INE626A01014
SBC,SBC Exports Limited,INE04AK01028
SBCL,Shivalik Bimetal Controls Limited,INE386D01027
SBFC,SBFC Finance Limited,INE423Y01016
SBGLP,Suratwwala Business Group Limited,INE05ST01028
SBICARD,SBI Cards and Payment Services Limited,INE018E01016
SBILIFE,SBI Life Insurance Company Limited,INE123W01016
SBIN,State Bank of India,INE062A01020
SCHAEFFLER,Schaeffler India Limited,INE513A01022
SCHAND,S Chand And Company Limited,INE807K01035
SCHNEIDER,Schneider Electric Infrastructure Limited,INE839M01018
SCI,Shipping Corporation Of India Limited,INE109A01011
SCILAL,Shipping Corporation of India Land and Assets Limited,INE0PB301013
SCODATUBES,Scoda Tubes Limited,INE090501011
SCPL,Sheetal Cool Products Limited,INE501Y01019
SDBL,Som Distilleries & Breweries Limited,INE480C01038
SEAMECLTD,Seamec Limited,INE497B01018
SECMARK,SecMark Consultancy Limited,INE0BTM01013
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,INE650K01021
SEJALLTD,Sejal Glass Limited,INE955I01044
SELAN,Selan Exploration Technology Limited,INE818A01017
SELMC,SEL Manufacturing Company Limited,INE105I01020
SEMAC,Semac Construction Limited,INE617A01013
SENCO,Senco Gold Limited,INE602W01027
SENORES,Senores Pharmaceuticals Limited,INE0RB801010
SEPC,SEPC Limited,INE964H01014
SEQUENT,Sequent Scientific Limited,INE807F01027
SERVOTECH,Servotech Renewable Power System Limited,INE782X01033
SESHAPAPER,Seshasayee Paper and Boards Limited,INE630A01024
SETCO,Setco Automotive Limited,INE878E01021
SETUINFRA,Setubandhan Infrastructure Limited,INE023M01027
SEYAIND,Seya Industries Limited,INE573R01012
SFL,Sheela Foam Limited,INE916U01025
SGFIN,SG Finserve Limited,INE618R01015
SGIL,Synergy Green Industries Limited,INE00QT01015
SGL,STL Global Limited,INE353H01010
SGLTL,Standard Glass Lining Technology Limited,INE0M4D01010
SHAH,Shah Metacorp Limited,INE482J01021
SHAHALLOYS,Shah Alloys Limited,INE640C01011
SHAILY,Shaily Engineering Plastics Limited,INE151G01028
SHAKTIPUMP,Shakti Pumps (India) Limited,INE908D01010
SHALBY,Shalby Limited,INE597J01018
SHALPAINTS,Shalimar Paints Limited,INE849C01026
SHANKARA,Shankara Building Products Limited,INE274V01019
SHANTI,Shanti Overseas (India) Limited,INE933X01016
SHANTIGEAR,Shanthi Gears Limited,INE631A01022
SHANTIGOLD,Shanti Gold International Limited,INE06ZD01017
SHARDACROP,Sharda Cropchem Limited,INE221J01015
SHARDAMOTR,Sharda Motor Industries Limited,INE597I01028
SHAREINDIA,Share India Securities Limited,INE932X01026
SHEKHAWATI,Shekhawati Industries Limited,INE268L01046
SHEMAROO,Shemaroo Entertainment Limited,INE363M01019
SHILPAMED,Shilpa Medicare Limited,INE790G01031
SHIVALIK,Shivalik Rasayan Limited,INE788J01021
SHIVAMAUTO,Shivam Autotech Limited,INE637H01024
SHIVAMILLS,Shiva Mills Limited,INE644Y01017
SHIVATEX,Shiva Texyarn Limited,INE705C01020
SHK,S H Kelkar and Company Limited,INE500L01026
SHOPERSTOP,Shoppers Stop Limited,INE498B01024
SHRADHA,Shradha Infraprojects Limited,INE715Y01031
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,INE232A01011
SHREECEM,SHREE CEMENT LIMITED,INE070A01015
SHREEJISPG,Shreeji Shipping Global Limited,INE1B6101010
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,INE712K01011
SHREERAMA,Shree Rama Multi-Tech Limited,INE879A01019
SHRENIK,Shrenik Limited,INE632X01030
SHREYANIND,Shreyans Industries Limited,INE231C01019
SHRIPISTON,Shriram Pistons & Rings Limited,INE526E01018
SHRIRAMFIN,Shriram Finance Limited,INE721A01047
SHRIRAMPPS,Shriram Properties Limited,INE217L01019
SHYAMCENT,Shyam Century Ferrous Limited,INE979R01011
SHYAMMETL,Shyam Metalics and Energy Limited,INE810G01011
SHYAMTEL,Shyam Telecom Limited,INE635A01023
SICALLOG,Sical Logistics Limited,INE075B01020
SIEMENS,Siemens Limited,INE003A01024
SIGACHI,Sigachi Industries Limited,INE0D0K01022
SIGIND,Signet Industries Limited,INE529F01035
SIGMA,Sigma Solve Limited,INE0A0S01010
SIGNATURE,Signatureglobal (India) Limited,INE903U01023
SIGNPOST,Signpost India Limited,INE0KGZ01021
SIKKO,Sikko Industries Limited,INE112X01017
SIL,Standard Industries Limited,INE173A01025
SILGO,Silgo Retail Limited,INE01II01013
SILINV,SIL Investments Limited,INE923A01015
SILLYMONKS,Silly Monks Entertainment Limited,INE203Y01012
SILVERTUC,Silver Touch Technologies Limited,INE625X01018
SIMBHALS,Simbhaoli Sugars Limited,INE748T01016
SIMPLEXINF,Simplex Infrastructures Limited,INE059B01024
SINCLAIR,Sinclairs Hotels Limited,INE985A01022
SINDHUTRAD,Sindhu Trade Links Limited,INE325D01025
SINTERCOM,Sintercom India Limited,INE129Z01016
SIRCA,Sirca Paints India Limited,INE792Z01011
SIS,SIS LIMITED,INE285J01028
SITINET,Siti Networks Limited,INE965H01011
SIYSIL,Siyaram Silk Mills Limited,INE076B01028
SJS,S.J.S. Enterprises Limited,INE284S01014
SJVN,SJVN Limited,INE002L01015
SKFINDIA,SKF India Limited,INE640A01023
SKIPPER,Skipper Limited,INE439E01022
SKMEGGPROD,SKM Egg Products Export (India) Limited,INE411D01015
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,INE01IU01018
SMARTLINK,Smartlink Holdings Limited,INE178C01020
SMARTWORKS,Smartworks Coworking Spaces Limited,INE0NAZ01010
SMCGLOBAL,SMC Global Securities Limited,INE103C01036
SMLISUZU,SML Isuzu Limited,INE294B01019
SMLT,Sarthak Metals Limited,INE017W01010
SMSLIFE,SMS Lifesciences India Limited,INE320X01016
SMSPHARMA,SMS Pharmaceuticals Limited,INE812G01025
SNOWMAN,Snowman Logistics Limited,INE734N01019
SOBHA,Sobha Limited,INE671H01015
SOFTTECH,Softtech Engineers Limited,INE728Z01015
SOLARA,Solara Active Pharma Sciences Limited,INE624Z01016
SOLARINDS,Solar Industries India Limited,INE343H01029
SOMANYCERA,Somany Ceramics Limited,INE355A01028
SOMATEX,Soma Textiles & Industries Limited,INE314C01013
SOMICONVEY,Somi Conveyor Beltings Limited,INE323J01019
SONACOMS,Sona BLW Precision Forgings Limited,INE073K01018
SONAMLTD,SONAM LIMITED,INE00LM01029
SONATSOFTW,Sonata Software Limited,INE269A01021
SOTL,Savita Oil Technologies Limited,INE035D01020
SOUTHBANK,The South Indian Bank Limited,INE683A01023
SOUTHWEST,South West Pinnacle Exploration Limited,INE980Y01015
SPAL,S. P. Apparels Limited,INE212I01016
SPANDANA,Spandana Sphoorty Financial Limited,INE572J01011
SPARC,Sun Pharma Advanced Research Company Limited,INE232I01014
SPCENET,Spacenet Enterprises India Limited,INE970N01027
SPECIALITY,Speciality Restaurants Limited,INE247M01014
SPECTRUM,Spectrum Electrical Industries Limited,INE01EO01010
SPENCERS,Spencer's Retail Limited,INE020801028
SPIC,Southern Petrochemicals Industries Corporation  Limited,INE147A01011
SPLIL,SPL Industries Limited,INE978G01016
SPLPETRO,Supreme Petrochem Limited,INE663A01033
SPMLINFRA,SPML Infra Limited,INE937A01023
SPORTKING,Sportking India Limited,INE885H01029
SRD,Shankar Lal Rampal Dye-Chem Limited,INE01NE01012
SREEL,Sreeleathers Limited,INE099F01013
SRF,SRF Limited,INE647A01010
SRGHFL,SRG Housing Finance Limited,INE559N01010
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,INE917H01012
SRM,SRM Contractors Limited,INE0R6Z01013
SRPL,Shree Ram Proteins Limited,INE008Z01020
SSDL,Saraswati Saree Depot Limited,INE0PQ101010
SSWL,Steel Strips Wheels Limited,INE802C01033
STALLION,Stallion India Fluorochemicals Limited,INE0RYC01010
STANLEY,Stanley Lifestyles Limited,INE01A001028
STAR,Strides Pharma Science Limited,INE939A01011
STARCEMENT,Star Cement Limited,INE460H01021
STARHEALTH,Star Health and Allied Insurance Company Limited,INE575P01011
STARPAPER,Star Paper Mills Limited,INE733A01018
STARTECK,Starteck Finance Limited,INE992I01013
STCINDIA,The State Trading Corporation of India Limited,INE655A01013
STEELCAS,Steelcast Limited,INE124E01020
STEELCITY,Steel City Securities Limited,INE395H01011
STEELXIND,STEEL EXCHANGE INDIA LIMITED,INE503B01021
STEL,Stel Holdings Limited,INE577L01016
STERTOOLS,Sterling Tools Limited,INE334A01023
STLTECH,Sterlite Technologies Limited,INE089C01029
STOVEKRAFT,Stove Kraft Limited,INE00IN01015
STYLAMIND,Stylam Industries Limited,INE239C01020
STYLEBAAZA,Baazar Style Retail Limited,INE01FR01028
STYRENIX,Styrenix Performance Materials Limited,INE189B01011
SUBEXLTD,Subex Limited,INE754A01055
SUBROS,Subros Limited,INE287B01021
SUDARSCHEM,Sudarshan Chemical Industries Limited,INE659A01023
SUKHJITS,Sukhjit Starch & Chemicals Limited,INE450E01029
SULA,Sula Vineyards Limited,INE142Q01026
SUMEETINDS,Sumeet Industries Limited,INE235C01028
SUMICHEM,Sumitomo Chemical India Limited,INE258G01013
SUMIT,Sumit Woods Limited,INE748Z01013
SUMMITSEC,Summit Securities Limited,INE519C01017
SUNCLAY,Sundaram Clayton Limited,INE0Q3R01026
SUNDARAM,Sundaram Multi Pap Limited,INE108E01023
SUNDARMFIN,Sundaram Finance Limited,INE660A01013
SUNDARMHLD,Sundaram Finance Holdings Limited,INE202Z01029
SUNDRMBRAK,Sundaram Brake Linings Limited,INE073D01013
SUNDRMFAST,Sundram Fasteners Limited,INE387A01021
SUNDROP,Sundrop Brands Limited,INE209A01019
SUNFLAG,Sunflag Iron And Steel Company Limited,INE947A01014
SUNPHARMA,Sun Pharmaceutical Industries Limited,INE044A01036
SUNTECK,Sunteck Realty Limited,INE805D01034
SUNTV,Sun TV Network Limited,INE424H01027
SUPERHOUSE,Superhouse Limited,INE712B01010
SUPERSPIN,Super Spinning Mills Limited,INE662A01027
SUPRAJIT,Suprajit Engineering Limited,INE399C01030
SUPREME,Supreme Holdings & Hospitality (India) Limited,INE822E01011
SUPREMEIND,Supreme Industries Limited,INE195A01028
SUPREMEINF,Supreme Infrastructure India Limited,INE550H01011
SUPRIYA,Supriya Lifescience Limited,INE07RO01027
SURAJEST,Suraj Estate Developers Limited,INE843S01025
SURAJLTD,Suraj Limited,INE713C01016
SURAKSHA,Suraksha Diagnostic Limited,INE877V01027
SURANASOL,Surana Solar Limited,INE272L01022
SURANAT&P,Surana Telecom and Power Limited,INE130B01031
SURYALAXMI,Suryalakshmi Cotton Mills Limited,INE713B01026
SURYAROSNI,Surya Roshni Limited,INE335A01020
SURYODAY,Suryoday Small Finance Bank Limited,INE428Q01011
SUTLEJTEX,Sutlej Textiles and Industries Limited,INE645H01027
SUVEN,Suven Life Sciences Limited,INE495B01038
SUVIDHAA,Suvidhaa Infoserve Limited,INE018401013
SUYOG,Suyog Telematics Limited,INE442P01014
SUZLON,Suzlon Energy Limited,INE040H01021
SVLL,Shree Vasu Logistics Limited,INE00CE01017
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,INE308E01029
SWANENERGY,Swan Energy Limited,INE665A01038
SWARAJENG,Swaraj Engines Limited,INE277A01016
SWELECTES,Swelect Energy Systems Limited,INE409B01013
SWIGGY,Swiggy Limited,INE00H001014
SWSOLAR,Sterling and Wilson Renewable Energy Limited,INE00M201021
SYMPHONY,Symphony Limited,INE225D01027
SYNCOMF,Syncom Formulations (India) Limited,INE312C01025
SYNGENE,Syngene International Limited,INE398R01022
SYRMA,Syrma SGS Technology Limited,INE0DYJ01015
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,INE123C01018
TAJGVK,Taj GVK Hotels & Resorts Limited,INE586B01026
TAKE,Take Solutions Limited,INE142I01023
TALBROAUTO,Talbros Automotive Components Limited,INE187D01029
TANLA,Tanla Platforms Limited,INE483C01032
TARACHAND,Tara Chand InfraLogistic Solutions Limited,INE555Z01020
TARAPUR,Tarapur Transformers Limited,INE747K01017
TARC,TARC Limited,INE0EK901012
TARIL,Transformers And Rectifiers (India) Limited,INE763I01026
TARMAT,Tarmat Limited,INE924H01018
TARSONS,Tarsons Products Limited,INE144Z01023
TASTYBITE,Tasty Bite Eatables Limited,INE488B01017
TATACHEM,Tata Chemicals Limited,INE092A01019
TATACOMM,Tata Communications Limited,INE151A01013
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,INE192A01025
TATAELXSI,Tata Elxsi Limited,INE670A01012
TATAINVEST,Tata Investment Corporation Limited,INE672A01018
TATAMOTORS,Tata Motors Limited,INE155A01022
TATAPOWER,Tata Power Company Limited,INE245A01021
TATASTEEL,Tata Steel Limited,INE081A01020
TATATECH,Tata Technologies Limited,INE142M01025
TATVA,Tatva Chintan Pharma Chem Limited,INE0GK401011
TBOTEK,TBO Tek Limited,INE673O01025
TBZ,Tribhovandas Bhimji Zaveri Limited,INE760L01018
TCI,Transport Corporation of India Limited,INE688A01022
TCIEXP,TCI Express Limited,INE586V01016
TCIFINANCE,TCI Finance Limited,INE911B01018
TCPLPACK,TCPL Packaging Limited,INE822C01015
TCS,Tata Consultancy Services Limited,INE467B01029
TDPOWERSYS,TD Power Systems Limited,INE419M01027
TEAMGTY,Team India Guaranty Limited,INE289C01025
TEAMLEASE,Teamlease Services Limited,INE985S01024
TECHM,Tech Mahindra Limited,INE669C01036
TECHNOE,Techno Electric & Engineering Company Limited,INE285K01026
TECILCHEM,TECIL Chemicals and Hydro Power Limited,INE014B01011
TEGA,Tega Industries Limited,INE011K01018
TEJASNET,Tejas Networks Limited,INE010J01012
TEMBO,Tembo Global Industries Limited,INE869Y01010
TERASOFT,Tera Software Limited,INE482B01010
TEXINFRA,Texmaco Infrastructure & Holdings Limited,INE435C01024
TEXMOPIPES,Texmo Pipes and Products Limited,INE141K01013
TEXRAIL,Texmaco Rail & Engineering Limited,INE621L01012
TFCILTD,Tourism Finance Corporation of India Limited,INE305A01015
TFL,Transwarranty Finance Limited,INE804H01012
TGBHOTELS,TGB Banquets And Hotels Limited,INE797H01018
THANGAMAYL,Thangamayil Jewellery Limited,INE085J01014
THEINVEST,The Investment Trust Of India Limited,INE924D01017
THEJO,Thejo Engineering Limited,INE121N01019
THELEELA,Schloss Bangalore Limited,INE0AQ201015
THEMISMED,Themis Medicare Limited,INE083B01024
THERMAX,Thermax Limited,INE152A01029
THOMASCOOK,Thomas Cook  (India)  Limited,INE332A01027
THOMASCOTT,Thomas Scott (India) Limited,INE480M01011
THYROCARE,Thyrocare Technologies Limited,INE594H01019
TI,Tilaknagar Industries Limited,INE133E01013
TICL,Twamev Construction and Infrastructure Limited,INE388G01026
TIIL,Technocraft Industries (India) Limited,INE545H01011
TIINDIA,Tube Investments of India Limited,INE974X01010
TIJARIA,Tijaria Polypipes Limited,INE440L01017
TIL,TIL Limited,INE806C01018
TIMETECHNO,Time Technoplast Limited,INE508G01029
TIMKEN,Timken India Limited,INE325A01013
TINNARUBR,Tinna Rubber and Infrastructure Limited,INE015C01016
TIPSFILMS,Tips Films Limited,INE0LQS01015
TIPSMUSIC,Tips Music Limited,INE716B01029
TIRUMALCHM,Thirumalai Chemicals Limited,INE338A01024
TIRUPATIFL,Tirupati Forge Limited,INE319Y01024
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,INE615H01020
TITAN,Titan Company Limited,INE280A01028
TMB,Tamilnad Mercantile Bank Limited,INE668A01016
TNPETRO,Tamilnadu PetroProducts Limited,INE148A01019
TNPL,Tamil Nadu Newsprint & Papers Limited,INE107A01015
TNTELE,Tamilnadu Telecommunication Limited,INE141D01018
TOKYOPLAST,Tokyo Plast International Limited,INE932C01012
TOLINS,Tolins Tyres Limited,INE0RWQ01014
TORNTPHARM,Torrent Pharmaceuticals Limited,INE685A01028
TORNTPOWER,Torrent Power Limited,INE813H01021
TOTAL,Total Transport Systems Limited,INE336X01012
TOUCHWOOD,Touchwood Entertainment Limited,INE486Y01013
TPHQ,Teamo Productions HQ Limited,INE065J01024
TPLPLASTEH,TPL Plastech Limited,INE413G01022
TRACXN,Tracxn Technologies Limited,INE0HMF01019
TRANSRAILL,Transrail Lighting Limited,INE454P01035
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,INE757B01015
TRAVELFOOD,Travel Food Services Limited,INE103V01028
TREEHOUSE,Tree House Education & Accessories Limited,INE040M01013
TREJHARA,TREJHARA SOLUTIONS LIMITED,INE00CA01015
TREL,Transindia Real Estate Limited,INE0O3901029
TRENT,Trent Limited,INE849A01020
TRF,TRF Limited,INE391D01019
TRIDENT,Trident Limited,INE064C01022
TRIGYN,Trigyn Technologies Limited,INE948A01012
TRITURBINE,Triveni Turbine Limited,INE152M01016
TRIVENI,Triveni Engineering & Industries Limited,INE256C01024
TRU,TruCap Finance Limited,INE615R01029
TTKHLTCARE,TTK Healthcare Limited,INE910C01018
TTKPRESTIG,TTK Prestige Limited,INE690A01028
TTL,T T Limited,INE592B01024
TTML,Tata Teleservices (Maharashtra) Limited,INE517B01013
TVSELECT,TVS Electronics Limited,INE236G01019
TVSHLTD,TVS Holdings Limited,INE105A01035
TVSMOTOR,TVS Motor Company Limited,INE494B01023
TVSSCS,TVS Supply Chain Solutions Limited,INE395N01027
TVSSRICHAK,TVS Srichakra Limited,INE421C01016
TVTODAY,TV Today Network Limited,INE038F01029
TVVISION,TV Vision Limited,INE871L01013
UBL,United Breweries Limited,INE686F01025
UCAL,UCAL LIMITED,INE139B01016
UCOBANK,UCO Bank,INE691A01018
UDS,Updater Services Limited,INE851I01011
UFLEX,UFLEX Limited,INE516A01017
UFO,UFO Moviez India Limited,INE527H01019
UGARSUGAR,The Ugar Sugar Works Limited,INE071E01023
UGROCAP,Ugro Capital Limited,INE583D01011
UJJIVANSFB,Ujjivan Small Finance Bank Limited,INE551W01018
ULTRACEMCO,UltraTech Cement Limited,INE481G01011
UMAEXPORTS,Uma Exports Limited,INE0GIU01018
UMESLTD,Usha Martin Education & Solutions Limited,INE240C01028
UMIYA-MRO,UMIYA BUILDCON LIMITED,INE398B01018
UNICHEMLAB,Unichem Laboratories Limited,INE351A01035
UNIDT,United Drilling Tools Limited,INE961D01019
UNIECOM,Unicommerce Esolutions Limited,INE00U401027
UNIENTER,Uniphos Enterprises Limited,INE037A01022
UNIINFO,Uniinfo Telecom Services Limited,INE481Z01011
UNIMECH,Unimech Aerospace and Manufacturing Limited,INE0U3I01011
UNIONBANK,Union Bank of India,INE692A01016
UNIPARTS,Uniparts India Limited,INE244O01017
UNITDSPR,United Spirits Limited,INE854D01024
UNITECH,Unitech Limited,INE694A01020
UNITEDPOLY,United Polyfab Gujarat Limited,INE368U01029
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,INE458F01011
UNIVASTU,Univastu India Limited,INE562X01013
UNIVCABLES,Universal Cables Limited,INE279A01012
UNIVPHOTO,Universus Photo Imagings Limited,INE03V001013
UNOMINDA,UNO Minda Limited,INE405E01023
UPL,UPL Limited,INE628A01036
URAVIDEF,Uravi Defence and Technology Limited,INE568Z01015
URJA,Urja Global Limited,INE550C01020
USHAMART,Usha Martin Limited,INE228A01035
USK,Udayshivakumar Infra Limited,INE0N0Y01013
UTIAMC,UTI Asset Management Company Limited,INE094J01016
UTKARSHBNK,Utkarsh Small Finance Bank Limited,INE735W01017
UTTAMSUGAR,Uttam Sugar Mills Limited,INE786F01031
UYFINCORP,U. Y. Fincorp Limited,INE152C01025
V2RETAIL,V2 Retail Limited,INE945H01013
VADILALIND,Vadilal Industries Limited,INE694D01016
VAIBHAVGBL,Vaibhav Global Limited,INE884A01027
VAISHALI,Vaishali Pharma Limited,INE972X01022
VAKRANGEE,Vakrangee Limited,INE051B01021
VALIANTLAB,Valiant Laboratories Limited,INE0JWS01017
VALIANTORG,Valiant Organics Limited,INE565V01010
VARDHACRLC,Vardhman Acrylics Limited,INE116G01013
VARDMNPOLY,Vardhman Polytex Limited,INE835A01029
VARROC,Varroc Engineering Limited,INE665L01035
VASCONEQ,Vascon Engineers Limited,INE893I01013
